CGPA,Internship,Paid_Internship,Projects,Workshop_Certification,Aptitude_Score,Skills_Rating,Placement_Training,SSC_Marks,Gender,Placement_Status
6.79,1,0,3,0,63.13,6.49,Attended,71.69,Male,Not Placed
8.13,0,0,3,0,65.9,6.17,Not Attended,68.48,Male,Not Placed
6.21,0,0,2,0,69.0,5.07,Not Attended,83.31,Male,Not Placed
8.23,0,0,5,5,42.99,7.76,Attended,82.84,Male,Placed
6.73,1,0,3,6,84.27,9.12,Attended,85.63,Male,Placed
7.23,0,0,5,5,58.96,7.62,Attended,81.2,Female,Placed
6.62,0,0,1,8,54.07,6.95,Attended,70.97,Female,Placed
7.74,0,0,5,8,47.99,6.58,Attended,71.25,Male,Placed
7.33,0,0,5,2,36.42,6.5,Attended,65.42,Male,Not Placed
8.4,1,1,3,8,77.05,6.12,Attended,67.53,Male,Placed
7.16,1,0,4,6,64.13,8.59,Attended,95.0,Male,Placed
7.62,1,0,2,2,62.62,4.4,Not Attended,75.15,Female,Not Placed
7.62,0,0,3,3,40.24,1.0,Not Attended,82.25,Female,Not Placed
6.0,0,0,3,3,65.09,5.58,Attended,83.52,Male,Not Placed
8.64,2,0,3,5,70.01,8.16,Attended,82.22,Male,Placed
7.35,0,0,4,8,98.66,7.46,Attended,78.2,Male,Placed
7.42,1,0,5,7,87.17,8.31,Attended,83.26,Male,Placed
10.0,0,0,1,7,78.7,6.91,Attended,94.95,Male,Placed
7.14,0,0,2,7,70.03,7.03,Attended,60.0,Female,Placed
8.47,0,0,5,6,61.6,8.71,Attended,73.72,Male,Placed
8.48,0,0,1,0,56.59,6.78,Attended,65.77,Female,Not Placed
8.16,0,0,5,7,80.96,6.13,Not Attended,60.0,Male,Placed
7.11,0,0,1,1,68.89,4.95,Attended,72.27,Male,Not Placed
6.0,0,0,2,2,64.28,5.92,Not Attended,60.0,Male,Not Placed
6.15,0,0,5,8,46.84,6.12,Attended,70.22,Male,Placed
7.26,0,0,5,7,63.01,7.98,Attended,73.12,Female,Placed
7.3,2,0,4,6,54.67,7.46,Attended,77.44,Female,Placed
6.47,0,0,4,7,51.92,6.66,Attended,77.17,Male,Placed
7.78,0,0,5,7,82.41,5.43,Attended,68.39,Female,Placed
9.04,0,0,4,6,51.74,7.78,Attended,66.04,Male,Placed
8.61,1,1,1,3,65.23,3.05,Not Attended,64.7,Male,Not Placed
7.73,1,0,1,6,84.04,5.69,Attended,78.35,Male,Placed
9.44,1,0,2,8,63.63,4.97,Attended,76.44,Female,Placed
7.28,0,0,4,6,71.59,4.93,Attended,85.07,Male,Placed
8.08,0,0,3,8,87.71,5.03,Attended,77.55,Female,Placed
6.89,1,1,5,6,77.67,6.52,Attended,80.59,Male,Placed
7.05,1,0,2,4,55.37,5.44,Attended,72.07,Male,Not Placed
6.97,0,0,2,2,71.28,7.37,Attended,84.89,Male,Not Placed
6.58,0,0,2,2,28.38,5.55,Not Attended,66.18,Male,Not Placed
7.46,1,0,5,6,63.42,4.77,Attended,75.17,Male,Placed
7.52,0,0,5,3,86.48,1.97,Not Attended,66.05,Male,Not Placed
8.1,0,0,4,5,79.8,8.96,Attended,75.58,Female,Placed
8.5,0,0,1,0,69.8,6.6,Not Attended,82.99,Male,Not Placed
7.18,0,0,5,8,84.3,8.71,Not Attended,66.84,Male,Placed
7.57,0,0,4,7,63.56,10.0,Not Attended,72.58,Female,Placed
9.02,2,1,2,4,66.06,5.57,Not Attended,80.6,Male,Not Placed
6.96,0,0,5,6,64.54,7.52,Attended,71.67,Male,Placed
8.24,0,0,5,0,27.0,6.2,Not Attended,78.69,Female,Not Placed
7.72,2,1,5,7,67.38,7.42,Not Attended,77.94,Female,Placed
9.57,0,0,2,5,69.81,6.95,Not Attended,80.67,Male,Placed
8.59,0,0,3,6,63.52,5.18,Attended,78.7,Male,Placed
8.86,0,0,3,7,71.78,5.14,Attended,62.53,Male,Placed
7.87,0,0,3,5,63.95,9.21,Not Attended,79.42,Male,Placed
6.53,0,0,1,1,37.78,7.51,Not Attended,77.08,Male,Not Placed
8.82,0,0,3,7,38.39,8.75,Attended,68.65,Male,Placed
6.42,1,0,2,0,44.29,6.47,Not Attended,73.93,Male,Not Placed
8.31,0,0,1,0,70.03,3.26,Not Attended,87.81,Female,Not Placed
8.27,0,0,2,8,84.08,7.03,Attended,77.1,Male,Placed
8.17,0,0,2,3,66.53,6.71,Not Attended,79.73,Male,Not Placed
6.0,0,0,1,1,64.64,5.24,Attended,87.0,Female,Not Placed
7.31,1,0,5,0,100.0,4.88,Not Attended,70.17,Male,Not Placed
6.63,0,0,2,4,45.67,6.13,Not Attended,70.29,Male,Not Placed
7.81,1,0,2,0,13.31,6.27,Not Attended,76.64,Male,Not Placed
8.73,2,1,4,7,71.82,8.76,Attended,77.13,Male,Placed
8.59,1,1,4,8,42.02,9.09,Attended,60.0,Male,Placed
7.67,1,0,2,1,57.4,7.98,Not Attended,60.0,Male,Not Placed
6.0,1,1,3,7,51.59,7.27,Attended,77.71,Female,Placed
7.32,1,1,3,8,77.87,5.77,Not Attended,85.72,Female,Placed
8.65,1,0,5,6,86.32,8.07,Not Attended,74.97,Male,Placed
7.96,1,0,2,2,45.16,4.33,Not Attended,64.03,Male,Not Placed
8.06,0,0,4,6,60.59,5.72,Attended,65.77,Male,Placed
7.48,0,0,1,2,68.88,5.08,Not Attended,74.08,Male,Not Placed
6.71,0,0,4,7,51.64,8.4,Attended,72.29,Male,Placed
9.06,1,0,3,7,77.99,7.16,Attended,75.11,Male,Placed
6.58,0,0,1,6,100.0,7.39,Attended,76.8,Male,Placed
7.93,2,0,5,7,64.66,7.82,Attended,70.76,Male,Placed
8.0,0,0,2,1,71.24,5.8,Not Attended,76.21,Male,Not Placed
7.75,0,0,2,1,59.33,3.58,Not Attended,60.0,Female,Not Placed
8.26,1,0,5,0,56.58,7.24,Attended,83.48,Male,Not Placed
7.39,1,1,3,7,76.71,8.95,Attended,74.36,Female,Placed
8.41,0,0,5,7,55.94,8.01,Attended,75.99,Male,Placed
8.79,0,0,1,3,40.34,3.06,Not Attended,83.38,Male,Not Placed
8.93,0,0,1,0,66.12,5.77,Not Attended,73.72,Male,Not Placed
7.02,0,0,3,6,60.73,7.51,Attended,77.79,Male,Placed
9.26,0,0,5,7,93.01,8.35,Attended,80.58,Male,Placed
8.57,0,0,4,6,57.37,6.68,Attended,70.18,Male,Placed
6.88,1,0,1,2,48.06,7.61,Not Attended,69.82,Male,Not Placed
9.08,0,0,1,5,45.87,5.96,Attended,82.3,Male,Not Placed
8.66,0,0,3,5,57.01,7.79,Attended,71.93,Male,Placed
7.06,1,1,5,6,65.93,6.26,Not Attended,74.19,Male,Placed
6.24,0,0,1,1,49.67,5.67,Attended,84.26,Female,Not Placed
7.58,1,0,3,6,61.18,6.18,Not Attended,66.64,Male,Placed
7.31,1,0,3,7,71.38,8.94,Attended,60.0,Male,Placed
8.65,0,0,4,8,86.24,7.27,Attended,66.64,Male,Placed
7.68,1,0,5,7,93.8,6.61,Not Attended,80.79,Male,Placed
7.35,0,0,2,5,69.13,5.61,Attended,77.78,Male,Placed
7.62,0,0,2,4,68.0,5.71,Not Attended,83.6,Female,Not Placed
6.85,0,0,1,1,55.4,5.59,Not Attended,63.04,Female,Not Placed
9.47,0,0,1,2,59.02,5.37,Not Attended,72.34,Male,Not Placed
8.52,0,0,3,4,65.87,4.01,Not Attended,68.29,Male,Not Placed
9.1,0,0,5,8,64.42,7.92,Attended,75.23,Male,Placed
7.13,1,0,3,1,53.77,7.45,Not Attended,62.55,Male,Not Placed
8.6,1,0,3,7,61.92,5.29,Attended,80.66,Male,Placed
7.37,0,0,1,2,42.63,7.6,Attended,76.79,Male,Not Placed
7.18,0,0,3,1,68.56,5.82,Not Attended,69.87,Female,Not Placed
6.67,0,0,3,6,93.99,8.29,Attended,80.39,Male,Placed
6.57,0,0,3,5,75.4,6.42,Attended,64.07,Female,Placed
6.56,1,1,3,6,86.65,5.91,Attended,84.67,Female,Placed
8.42,1,0,4,5,80.24,7.81,Attended,61.46,Female,Placed
8.38,2,1,1,8,79.09,6.24,Attended,94.17,Male,Placed
6.0,1,0,5,0,83.37,2.08,Not Attended,81.66,Female,Not Placed
6.85,0,0,1,2,70.49,6.95,Not Attended,60.0,Male,Not Placed
8.23,1,0,2,8,74.42,6.48,Not Attended,60.0,Female,Placed
8.23,1,0,2,8,70.17,5.97,Attended,84.04,Male,Placed
7.29,0,0,2,8,73.56,7.89,Attended,86.73,Female,Placed
7.33,0,0,1,0,57.33,8.38,Not Attended,60.0,Female,Not Placed
8.96,0,0,4,7,64.31,5.47,Attended,66.86,Male,Placed
8.16,1,0,5,7,72.06,5.66,Attended,73.92,Male,Placed
7.46,1,1,5,8,59.11,6.81,Attended,89.59,Male,Placed
7.56,0,0,2,8,83.96,5.03,Attended,74.09,Male,Placed
8.66,0,0,3,8,65.98,5.92,Attended,71.29,Female,Placed
6.05,0,0,1,1,33.35,5.51,Not Attended,60.0,Male,Not Placed
8.36,0,0,4,7,81.69,5.84,Attended,60.0,Male,Placed
6.13,0,0,5,8,64.95,8.09,Attended,75.21,Female,Placed
7.11,0,0,5,8,62.55,8.69,Attended,71.23,Male,Placed
7.71,0,0,4,5,74.36,8.21,Attended,74.75,Female,Placed
7.84,0,0,2,3,84.76,6.27,Not Attended,64.5,Male,Not Placed
7.16,0,0,5,8,36.17,7.82,Attended,84.85,Male,Placed
6.86,1,0,4,6,65.87,7.07,Attended,73.94,Male,Placed
8.1,1,0,4,8,29.4,7.51,Attended,75.37,Male,Placed
8.31,0,0,1,2,47.98,5.57,Attended,60.0,Male,Not Placed
6.6,1,0,1,6,81.57,7.51,Attended,82.16,Female,Placed
7.06,1,0,2,2,45.4,5.87,Attended,71.79,Female,Not Placed
7.36,2,0,4,7,73.84,7.29,Attended,64.34,Female,Placed
6.44,0,0,1,2,73.53,6.54,Attended,60.0,Male,Not Placed
9.12,1,0,2,6,54.12,7.54,Attended,74.21,Female,Placed
7.14,1,0,2,8,56.97,8.4,Not Attended,95.0,Female,Placed
8.07,0,0,5,6,61.51,6.38,Attended,67.36,Male,Placed
6.6,1,1,3,6,89.83,6.76,Attended,63.28,Male,Placed
7.11,0,0,1,3,97.22,3.63,Not Attended,80.77,Male,Not Placed
9.32,1,1,4,6,71.81,7.31,Attended,84.69,Female,Placed
8.67,1,0,5,8,70.93,5.04,Attended,80.14,Male,Placed
7.13,0,0,2,6,59.99,6.54,Attended,63.78,Male,Placed
8.9,1,0,2,6,74.05,6.77,Attended,83.32,Female,Placed
8.59,0,0,1,8,67.53,6.42,Not Attended,73.31,Male,Placed
7.83,1,1,5,8,73.68,6.88,Not Attended,79.45,Male,Placed
7.18,0,0,5,6,49.67,7.08,Attended,60.0,Male,Placed
6.0,0,0,3,4,60.14,4.79,Not Attended,80.39,Male,Not Placed
6.61,0,0,5,1,67.63,6.46,Not Attended,60.0,Male,Not Placed
8.93,1,0,3,0,65.56,8.01,Attended,76.89,Female,Not Placed
6.81,0,0,1,3,51.1,6.65,Not Attended,75.41,Male,Not Placed
8.98,0,0,5,5,77.47,4.31,Attended,69.74,Female,Placed
7.9,0,0,3,7,82.06,6.34,Attended,79.1,Male,Placed
7.71,0,0,3,6,69.98,9.28,Not Attended,77.91,Male,Placed
8.89,1,0,5,6,74.0,8.22,Attended,71.57,Female,Placed
8.67,0,0,1,2,49.93,6.03,Not Attended,76.97,Male,Not Placed
8.17,0,0,2,7,87.84,6.47,Attended,73.15,Male,Placed
7.53,0,0,3,6,50.7,6.66,Not Attended,78.61,Male,Placed
7.58,0,0,2,6,80.48,7.02,Attended,61.58,Male,Placed
8.47,0,0,4,6,57.8,8.67,Attended,90.1,Male,Placed
6.0,0,0,1,2,49.84,6.86,Not Attended,95.0,Male,Not Placed
6.63,0,0,4,7,53.47,5.86,Attended,70.9,Male,Placed
8.54,0,0,1,1,31.29,4.11,Not Attended,72.58,Male,Not Placed
7.92,0,0,3,8,58.03,4.81,Attended,65.91,Male,Placed
8.39,0,0,5,7,93.35,7.75,Attended,93.51,Male,Placed
6.11,0,0,5,0,59.73,5.71,Attended,67.9,Male,Not Placed
7.4,1,0,3,5,76.74,7.21,Attended,88.88,Male,Placed
7.34,1,0,1,1,76.05,4.0,Not Attended,70.94,Female,Not Placed
7.24,0,0,1,3,58.71,2.85,Attended,89.17,Male,Not Placed
8.56,0,0,3,3,59.97,5.23,Attended,80.24,Male,Not Placed
9.24,0,0,5,1,84.63,8.08,Not Attended,61.05,Male,Not Placed
8.42,0,0,5,5,84.45,7.72,Attended,94.71,Female,Placed
7.99,0,0,3,3,84.37,5.27,Not Attended,69.47,Male,Not Placed
9.49,0,0,3,5,67.37,6.39,Attended,71.4,Male,Placed
7.31,0,0,1,3,51.7,6.65,Not Attended,60.0,Male,Not Placed
7.15,1,0,3,2,27.38,2.9,Not Attended,71.08,Male,Not Placed
7.07,1,0,1,2,62.8,5.11,Not Attended,65.39,Male,Not Placed
7.01,0,0,5,3,64.66,6.7,Attended,85.75,Male,Not Placed
8.56,1,0,5,7,92.84,8.51,Attended,75.03,Male,Placed
7.57,0,0,2,2,87.56,5.12,Not Attended,60.0,Male,Not Placed
9.14,0,0,2,0,54.73,5.62,Not Attended,67.16,Male,Not Placed
6.49,0,0,2,1,22.48,5.55,Not Attended,75.7,Male,Not Placed
8.57,0,0,5,8,66.71,6.26,Attended,84.22,Female,Placed
8.89,1,1,5,7,75.37,8.05,Attended,60.0,Male,Placed
8.45,1,0,5,7,80.89,5.57,Not Attended,65.16,Male,Placed
7.99,0,0,4,8,87.0,7.1,Attended,76.94,Male,Placed
8.37,0,0,1,3,47.34,7.36,Attended,64.2,Male,Not Placed
9.1,1,0,3,6,54.03,6.98,Attended,75.65,Male,Placed
9.58,0,0,4,5,74.19,4.56,Attended,81.95,Male,Placed
6.62,1,0,4,8,100.0,10.0,Not Attended,65.52,Male,Placed
6.26,1,0,1,0,57.12,3.79,Not Attended,69.78,Male,Not Placed
9.33,0,0,2,8,56.64,6.51,Attended,83.47,Male,Placed
7.18,0,0,3,6,83.02,8.5,Attended,79.4,Female,Placed
6.59,1,0,4,6,68.77,6.7,Attended,89.21,Male,Placed
6.27,1,1,5,6,88.43,7.04,Attended,69.66,Female,Placed
9.45,0,0,4,7,92.93,9.26,Attended,67.67,Male,Placed
8.89,0,0,5,7,49.45,8.69,Attended,82.11,Male,Placed
7.38,2,1,3,6,92.55,5.01,Not Attended,82.3,Male,Placed
6.96,1,0,5,2,60.34,5.78,Not Attended,83.81,Female,Not Placed
6.07,0,0,1,3,45.38,2.59,Not Attended,60.0,Male,Not Placed
8.67,1,0,1,8,77.41,5.85,Attended,76.96,Female,Placed
6.73,0,0,3,3,35.74,6.03,Not Attended,71.82,Male,Not Placed
7.29,1,0,5,8,71.1,6.63,Attended,85.76,Male,Placed
8.89,0,0,4,8,73.29,7.56,Attended,86.07,Male,Placed
7.86,1,1,2,6,54.57,7.93,Attended,78.3,Male,Placed
7.79,1,0,3,5,69.45,8.41,Not Attended,68.87,Male,Placed
8.74,0,0,3,8,82.32,6.89,Attended,76.65,Female,Placed
6.16,1,1,3,5,63.47,5.52,Not Attended,81.38,Male,Placed
8.26,0,0,5,6,53.97,6.32,Attended,85.75,Male,Placed
8.13,1,0,2,3,39.53,5.54,Not Attended,71.44,Male,Not Placed
6.58,1,0,3,7,83.32,6.63,Attended,61.86,Male,Placed
6.11,1,1,4,7,76.23,8.34,Attended,68.13,Male,Placed
7.73,0,0,4,7,52.8,4.58,Attended,68.54,Male,Placed
8.46,0,0,3,8,35.91,6.38,Attended,86.83,Female,Placed
8.33,1,0,4,7,50.48,8.14,Attended,79.93,Male,Placed
9.28,1,0,1,7,85.24,7.93,Attended,84.04,Male,Placed
7.76,0,0,1,0,62.08,4.08,Not Attended,76.34,Female,Not Placed
6.47,0,0,5,6,65.92,5.28,Attended,80.86,Male,Placed
8.27,0,0,3,7,61.22,9.03,Attended,60.0,Female,Placed
7.54,0,0,1,0,73.87,5.55,Not Attended,60.0,Male,Not Placed
8.0,0,0,5,8,85.09,5.78,Attended,60.0,Female,Placed
9.19,1,0,4,6,85.2,6.88,Attended,93.47,Male,Placed
8.11,0,0,3,3,51.35,6.92,Not Attended,73.71,Male,Not Placed
7.25,0,0,4,7,84.71,6.1,Not Attended,79.11,Male,Placed
8.36,0,0,4,7,59.9,5.52,Attended,67.49,Female,Placed
7.36,0,0,3,7,62.64,7.02,Attended,75.2,Male,Placed
6.18,1,1,5,8,87.26,5.29,Attended,80.05,Male,Placed
7.32,0,0,3,7,57.68,6.49,Attended,70.16,Male,Placed
8.74,1,1,3,4,71.42,6.37,Attended,71.55,Female,Placed
8.93,0,0,5,7,64.52,3.59,Attended,87.72,Male,Placed
9.41,0,0,5,7,99.23,6.7,Attended,65.77,Male,Placed
8.17,0,0,2,5,58.54,7.14,Attended,72.8,Female,Placed
9.04,0,0,5,6,74.94,10.0,Attended,72.08,Male,Placed
8.54,1,0,5,8,37.33,7.86,Attended,82.24,Male,Placed
8.46,0,0,3,7,81.21,5.36,Attended,80.37,Male,Placed
7.65,0,0,2,1,47.81,6.79,Attended,86.25,Female,Not Placed
8.23,0,0,5,8,41.85,9.85,Not Attended,76.73,Female,Placed
8.62,1,0,3,3,73.12,4.07,Not Attended,76.16,Female,Not Placed
7.29,0,0,3,8,84.05,8.08,Attended,77.9,Male,Placed
6.0,1,0,3,7,100.0,6.04,Attended,60.0,Male,Placed
8.71,1,0,2,6,81.17,6.76,Attended,76.23,Female,Placed
8.14,2,0,5,5,66.02,7.1,Attended,78.65,Male,Placed
7.31,0,0,5,6,62.9,8.11,Attended,86.4,Male,Placed
7.05,0,0,2,5,51.8,6.13,Not Attended,71.56,Male,Placed
8.01,1,1,4,8,77.04,8.47,Not Attended,72.47,Male,Placed
8.5,1,1,5,5,80.04,6.85,Attended,66.94,Male,Placed
8.04,0,0,3,4,76.44,4.63,Not Attended,65.22,Male,Not Placed
8.24,0,0,3,4,40.7,6.29,Attended,87.48,Female,Not Placed
7.2,0,0,3,7,54.58,8.61,Attended,76.48,Male,Placed
8.62,1,1,5,5,100.0,7.34,Attended,67.96,Female,Placed
7.79,1,0,3,5,88.7,6.31,Attended,93.36,Female,Placed
6.88,0,0,4,1,61.18,5.94,Not Attended,60.0,Male,Not Placed
7.74,1,0,4,6,66.74,7.39,Attended,60.0,Male,Placed
7.06,1,0,5,1,60.66,4.74,Not Attended,86.03,Female,Not Placed
7.43,0,0,2,7,61.86,6.43,Attended,64.34,Female,Placed
7.48,1,1,5,5,67.36,8.11,Attended,68.37,Male,Placed
9.08,1,0,5,6,54.64,7.14,Attended,67.96,Male,Placed
7.43,0,0,4,1,75.13,5.11,Not Attended,76.87,Male,Not Placed
7.72,0,0,1,8,65.57,6.64,Attended,78.89,Male,Placed
8.01,0,0,2,5,59.55,6.16,Attended,79.45,Male,Placed
7.97,0,0,3,1,70.34,5.73,Attended,70.98,Male,Not Placed
9.13,0,0,3,8,53.68,8.15,Attended,79.37,Male,Placed
8.42,0,0,1,4,28.07,6.0,Attended,60.0,Male,Not Placed
8.34,1,0,4,7,74.18,7.24,Attended,64.08,Male,Placed
7.6,0,0,1,0,59.9,4.69,Attended,64.31,Male,Not Placed
9.7,2,0,4,8,69.03,5.85,Attended,77.13,Male,Placed
9.36,0,0,1,7,64.11,7.65,Attended,73.38,Female,Placed
7.27,0,0,1,1,71.25,5.13,Attended,74.45,Male,Not Placed
8.88,0,0,3,5,77.65,4.3,Attended,75.17,Male,Placed
7.54,1,1,5,7,84.13,6.66,Not Attended,77.91,Female,Placed
8.33,1,0,3,7,27.36,8.92,Attended,76.1,Male,Placed
8.96,1,1,4,6,64.1,9.36,Attended,74.15,Male,Placed
9.01,1,1,3,8,66.07,7.49,Not Attended,81.79,Female,Placed
8.8,0,0,5,6,55.81,8.08,Attended,67.0,Male,Placed
8.56,1,0,4,8,90.35,6.34,Attended,78.96,Male,Placed
9.69,0,0,3,7,66.99,7.73,Attended,88.49,Female,Placed
7.9,1,0,4,7,51.25,6.73,Attended,93.99,Female,Placed
8.62,1,0,5,8,72.09,7.97,Attended,74.49,Female,Placed
8.66,1,0,5,8,54.47,9.51,Attended,81.71,Female,Placed
6.16,0,0,1,4,33.81,3.41,Attended,82.21,Female,Not Placed
6.11,0,0,3,0,44.24,3.88,Not Attended,63.89,Male,Not Placed
8.39,0,0,3,6,76.07,8.49,Not Attended,60.0,Female,Placed
7.45,1,1,3,6,79.65,6.81,Not Attended,63.6,Male,Placed
8.66,1,1,4,8,74.46,8.23,Attended,73.83,Male,Placed
8.6,0,0,3,6,78.12,6.85,Attended,70.5,Female,Placed
8.0,1,0,5,5,71.56,8.3,Attended,71.39,Male,Placed
6.47,2,0,5,6,46.48,6.91,Attended,79.3,Male,Placed
6.68,0,0,3,6,65.79,8.06,Attended,75.34,Female,Placed
6.15,0,0,2,3,82.55,8.1,Attended,71.9,Male,Not Placed
7.66,0,0,1,6,51.74,8.19,Attended,74.12,Female,Placed
7.01,2,0,2,7,100.0,4.22,Attended,74.49,Female,Placed
8.63,1,0,5,6,64.45,6.07,Attended,77.77,Female,Placed
9.11,0,0,5,7,49.52,5.19,Attended,61.56,Male,Placed
8.49,0,0,2,2,71.49,5.03,Not Attended,86.03,Male,Not Placed
8.59,0,0,4,8,79.89,7.94,Not Attended,71.65,Male,Placed
8.97,0,0,5,7,52.44,7.21,Attended,74.33,Male,Placed
7.74,1,0,3,5,75.91,8.29,Not Attended,77.9,Male,Placed
8.04,0,0,1,6,66.08,5.73,Attended,74.7,Male,Placed
6.73,2,0,3,8,81.2,5.4,Attended,68.94,Male,Placed
6.0,0,0,2,2,55.96,6.82,Attended,68.18,Female,Not Placed
7.03,0,0,2,3,48.91,9.41,Attended,72.58,Female,Not Placed
6.98,0,0,3,2,59.29,5.02,Not Attended,69.3,Male,Not Placed
6.07,0,0,2,8,80.91,9.08,Attended,70.31,Male,Placed
8.45,0,0,2,2,100.0,6.99,Attended,67.56,Male,Not Placed
7.53,2,0,5,5,74.7,7.34,Attended,73.66,Female,Placed
6.55,1,0,4,7,61.04,6.23,Attended,77.64,Male,Placed
6.0,0,0,2,2,59.7,9.17,Not Attended,70.98,Male,Not Placed
7.76,0,0,5,7,76.55,6.24,Attended,82.56,Male,Placed
8.65,1,0,5,5,64.49,8.53,Attended,85.41,Male,Placed
9.44,1,0,2,2,54.53,7.2,Not Attended,75.51,Male,Not Placed
7.55,1,0,5,6,76.08,6.64,Attended,72.52,Female,Placed
8.07,1,1,5,6,68.16,5.95,Not Attended,66.21,Male,Placed
7.04,0,0,4,6,57.21,7.46,Attended,72.71,Male,Placed
8.73,0,0,1,0,91.44,8.09,Not Attended,60.0,Male,Not Placed
8.87,0,0,4,0,47.11,7.54,Not Attended,68.09,Female,Not Placed
6.88,1,1,2,0,60.94,6.48,Not Attended,60.0,Male,Not Placed
7.07,2,0,2,6,74.38,6.58,Attended,80.12,Male,Placed
8.1,0,0,1,7,55.45,8.42,Attended,70.65,Female,Placed
7.05,0,0,2,6,64.43,5.88,Attended,82.68,Male,Placed
6.43,1,0,4,7,53.88,7.28,Attended,89.86,Male,Placed
7.8,0,0,3,6,86.71,5.23,Attended,72.47,Male,Placed
7.18,2,0,1,6,63.49,7.0,Not Attended,79.56,Male,Placed
6.43,0,0,4,6,62.8,7.43,Attended,81.37,Male,Placed
6.44,1,1,3,0,60.71,3.81,Attended,65.77,Male,Not Placed
7.63,0,0,4,5,71.58,8.68,Attended,60.6,Male,Placed
7.25,0,0,3,6,91.49,8.01,Not Attended,82.78,Female,Placed
8.34,0,0,5,6,50.73,6.54,Attended,68.43,Male,Placed
7.66,1,0,1,2,65.19,5.85,Not Attended,92.01,Male,Not Placed
6.71,0,0,1,0,71.12,6.0,Not Attended,62.72,Male,Not Placed
6.72,0,0,3,5,82.21,7.14,Attended,71.66,Male,Not Placed
6.33,0,0,3,3,62.16,5.48,Not Attended,76.44,Female,Not Placed
9.28,0,0,4,6,81.16,9.36,Attended,84.1,Male,Placed
8.52,1,0,4,7,64.58,6.74,Not Attended,89.54,Male,Placed
7.05,0,0,5,7,57.7,8.11,Attended,77.96,Male,Placed
7.86,1,0,4,6,79.18,7.74,Attended,69.24,Male,Placed
8.06,1,0,2,6,49.51,7.24,Attended,69.37,Female,Placed
7.97,1,0,3,7,64.99,6.86,Attended,76.97,Male,Placed
8.2,0,0,3,1,57.5,2.87,Attended,77.11,Male,Not Placed
7.58,0,0,2,1,100.0,6.46,Not Attended,87.84,Male,Not Placed
7.42,0,0,4,4,48.89,7.09,Not Attended,65.61,Female,Not Placed
6.0,0,0,4,7,44.44,6.3,Attended,69.61,Female,Placed
8.68,1,0,1,1,43.44,7.1,Attended,85.81,Male,Not Placed
8.65,1,1,4,6,46.18,7.59,Attended,74.19,Male,Placed
8.52,1,0,4,6,67.75,6.35,Attended,78.29,Male,Placed
7.89,1,1,4,6,70.68,6.17,Attended,73.89,Female,Placed
8.36,0,0,4,7,94.35,7.43,Attended,80.78,Female,Placed
7.97,0,0,4,7,93.31,9.04,Not Attended,77.24,Male,Placed
6.0,0,0,2,0,54.9,8.08,Attended,71.42,Male,Not Placed
9.31,0,0,5,5,46.26,4.14,Attended,70.78,Male,Placed
7.31,1,0,3,7,43.83,7.66,Attended,61.46,Female,Placed
6.26,0,0,5,1,61.04,4.49,Attended,82.39,Male,Not Placed
7.74,1,1,3,5,73.39,6.18,Attended,65.09,Female,Placed
9.47,1,1,4,6,96.1,7.98,Attended,79.38,Male,Placed
7.5,0,0,4,7,75.31,6.25,Attended,61.43,Male,Placed
8.85,0,0,3,7,73.33,9.83,Attended,78.94,Female,Placed
6.55,1,1,4,7,74.88,7.63,Attended,77.59,Female,Placed
6.59,1,0,2,3,83.8,7.59,Not Attended,78.79,Male,Not Placed
8.88,2,0,5,8,64.3,6.35,Attended,75.67,Female,Placed
7.84,1,0,5,8,74.01,6.56,Attended,75.7,Male,Placed
8.06,1,0,1,2,55.97,6.64,Not Attended,77.37,Female,Not Placed
7.24,0,0,3,6,77.14,5.79,Attended,95.0,Male,Placed
8.31,0,0,3,0,60.8,6.76,Not Attended,78.29,Male,Not Placed
9.54,1,1,5,5,72.01,8.19,Attended,66.44,Male,Placed
8.35,0,0,3,2,48.43,9.32,Not Attended,60.07,Male,Not Placed
8.73,0,0,3,7,57.63,8.38,Not Attended,86.22,Female,Placed
9.01,0,0,4,8,76.14,9.01,Attended,80.67,Female,Placed
8.8,1,1,5,8,85.98,3.17,Attended,81.19,Female,Placed
8.56,0,0,4,5,100.0,7.6,Not Attended,76.69,Male,Placed
8.82,1,0,4,7,66.06,4.13,Attended,79.58,Male,Placed
8.84,1,0,3,7,71.77,6.67,Attended,80.06,Male,Placed
8.2,1,0,4,6,83.6,8.47,Attended,79.21,Male,Placed
8.1,0,0,5,6,67.88,6.91,Attended,78.3,Male,Placed
7.08,0,0,5,8,64.73,6.05,Attended,72.72,Male,Placed
6.8,0,0,3,4,34.41,8.0,Attended,60.0,Female,Not Placed
8.97,1,0,2,7,72.77,6.87,Not Attended,74.19,Male,Placed
6.52,0,0,2,2,60.84,4.54,Attended,80.35,Male,Not Placed
6.93,0,0,1,3,74.43,6.38,Attended,76.06,Male,Not Placed
7.62,2,0,1,2,44.71,5.35,Not Attended,90.16,Male,Not Placed
9.29,0,0,5,5,78.14,6.77,Attended,68.93,Male,Placed
7.51,0,0,1,4,79.23,6.43,Not Attended,79.25,Male,Not Placed
6.57,0,0,3,3,66.38,1.37,Not Attended,73.94,Male,Not Placed
6.0,0,0,4,3,34.57,5.99,Not Attended,67.27,Male,Not Placed
7.8,1,1,5,7,57.65,6.46,Not Attended,70.69,Male,Placed
