C_Cpp,Java,Python,HTML_CSS,UI_UX,Javascript,Numpy_Pandas,Scikit_learn,MERN,Linux,Cloud_Platforms,App_development,Number_of_Contest_attempted,LC_Contest_rating,Leetcode_Medium_problems,Skills_rating
0,1,1,0,1,0,1,0,0,1,1,0,10,1551.0,131,8.03
1,0,1,1,0,1,0,0,0,0,0,0,12,1773.0,130,4.45
0,1,0,1,0,0,0,0,0,0,1,0,9,1561.0,145,3.67
0,0,1,0,0,1,1,1,0,0,0,1,0,1500.0,189,6.63
1,0,1,0,0,1,0,0,0,1,0,1,15,1892.0,153,7.58
0,1,1,0,1,1,1,0,1,1,1,1,7,1453.0,170,10.0
1,0,0,0,0,1,0,1,0,1,0,1,32,1756.0,197,7.91
0,1,0,1,1,0,0,0,0,0,0,0,5,1487.0,241,4.49
0,1,0,0,0,0,0,1,1,0,0,1,0,1500.0,232,6.25
1,1,0,1,0,1,0,1,0,1,1,1,9,1344.0,228,8.9
1,1,1,1,0,0,1,0,0,0,0,0,0,1500.0,198,5.88
1,1,0,0,0,0,1,0,1,0,0,0,46,2000.0,238,9.59
1,0,0,0,0,1,0,1,0,0,0,0,11,1509.0,262,5.18
1,1,1,0,0,0,0,0,1,0,0,1,18,1668.0,131,7.56
0,1,1,1,1,1,0,0,0,1,0,1,10,1460.0,213,6.98
0,0,0,1,0,0,1,0,0,0,1,0,0,1500.0,254,4.55
1,0,0,1,1,1,0,0,0,0,0,1,5,1758.0,218,6.11
1,0,0,0,0,1,1,0,0,0,0,0,9,1724.0,148,4.36
1,1,0,1,0,0,1,1,0,1,1,1,0,1500.0,194,9.75
0,0,1,0,0,0,1,1,0,0,0,0,10,1558.0,207,4.26
0,0,1,1,0,0,0,1,0,1,0,0,26,1526.0,135,5.64
1,0,1,0,1,1,1,0,1,0,0,1,0,1500.0,107,7.57
0,0,1,0,0,0,0,0,1,0,1,0,0,1500.0,182,5.47
1,1,0,1,0,0,1,0,1,0,0,1,35,1911.0,244,10.0
1,1,1,1,0,1,1,0,0,1,0,0,0,1500.0,171,8.11
0,1,1,0,0,0,0,1,0,0,0,1,0,1500.0,291,6.8
1,1,1,1,1,1,0,0,0,1,0,0,3,1642.0,111,6.5
1,0,1,0,0,1,1,1,0,1,0,0,10,1410.0,227,7.62
0,1,1,0,0,1,1,0,1,0,0,0,50,1928.0,173,7.81
1,0,1,1,0,1,1,1,0,1,0,0,2,1481.0,128,6.39
0,0,1,0,1,0,0,0,1,0,0,0,44,2000.0,315,8.24
1,1,1,1,0,1,0,0,1,0,0,0,2,1447.0,191,5.79
0,1,0,0,0,1,1,0,1,0,0,1,10,1694.0,176,8.28
1,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,213,5.19
0,0,1,0,1,0,0,0,1,0,0,0,5,1384.0,136,3.72
0,1,1,1,0,1,0,1,1,0,0,1,33,1621.0,171,10.0
1,1,1,1,0,0,0,0,1,0,0,1,1,1734.0,223,8.67
0,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,247,5.7
0,0,0,0,0,0,0,0,0,1,0,0,6,1313.0,162,1.42
1,1,0,1,0,0,0,0,0,0,0,0,4,1377.0,219,2.45
1,0,1,0,0,1,1,0,1,1,0,0,0,1500.0,195,7.71
1,1,1,1,0,0,1,0,1,1,0,0,38,1947.0,128,10.0
1,1,0,0,0,1,0,0,0,1,0,1,8,1450.0,304,6.5
0,1,0,0,0,0,0,0,1,0,0,0,2,1386.0,136,2.33
0,1,1,1,1,0,0,0,1,0,0,0,50,1920.0,107,7.46
0,1,1,1,1,1,1,0,0,0,0,0,0,1500.0,119,5.95
1,1,1,1,1,1,1,0,0,0,0,0,30,1426.0,140,7.3
1,1,1,1,0,1,1,0,0,0,0,1,0,1500.0,219,8.09
1,1,1,1,0,1,1,1,1,0,0,1,0,1500.0,206,10.0
1,1,1,0,1,1,0,0,0,1,0,0,5,1668.0,185,7.91
0,0,1,1,0,1,0,0,1,0,0,0,10,1576.0,122,4.73
0,1,1,0,0,0,0,0,0,0,1,1,10,1428.0,140,5.49
0,1,0,0,1,1,1,1,0,1,1,1,0,1500.0,114,9.03
0,0,0,1,0,0,0,0,0,0,0,0,0,1500.0,167,0.41
0,0,1,0,0,0,1,0,0,0,0,1,10,1292.0,125,3.19
1,1,0,1,0,0,1,0,0,0,0,0,36,1605.0,217,6.34
0,0,1,0,0,0,1,0,0,0,0,1,10,1310.0,202,3.85
0,0,0,1,0,1,0,0,0,0,1,0,0,1500.0,143,3.98
0,0,1,0,1,0,0,1,0,0,0,0,6,1544.0,226,4.42
1,1,1,0,0,0,1,0,0,0,0,0,9,1575.0,163,5.64
1,0,1,1,0,0,0,1,0,0,1,1,0,1500.0,118,6.11
0,1,1,0,1,0,0,0,0,0,0,0,7,1611.0,187,4.44
0,0,0,1,0,1,1,0,0,1,0,0,5,1609.0,114,4.69
1,0,1,1,0,0,1,1,1,0,0,1,1,1554.0,231,9.64
0,1,1,0,0,0,0,0,0,0,0,0,9,1770.0,212,3.93
1,0,1,1,1,0,1,0,0,1,0,0,9,1719.0,188,7.03
1,1,1,0,0,0,0,1,1,1,1,0,47,2000.0,168,10.0
0,0,1,1,0,1,0,1,1,0,1,1,4,1525.0,170,9.67
0,1,1,0,0,0,0,1,0,1,0,0,6,1618.0,130,5.05
1,1,0,1,0,0,1,1,0,1,1,1,0,1500.0,147,8.64
0,1,0,1,0,0,0,0,1,0,0,1,7,1458.0,269,6.2
0,0,0,1,0,0,0,0,1,1,0,0,0,1500.0,209,3.38
1,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,161,5.36
1,1,0,1,0,0,1,1,0,1,0,0,0,1500.0,184,5.73
1,1,1,1,0,1,1,0,0,0,0,0,9,1506.0,249,7.05
1,0,1,1,0,1,0,0,0,0,0,0,7,1778.0,200,5.63
0,1,1,1,0,0,0,0,1,1,0,1,24,1606.0,264,9.09
0,1,0,1,1,1,0,0,0,0,0,0,5,1405.0,187,3.59
1,1,0,1,1,1,0,0,0,0,0,0,5,1445.0,201,4.85
1,1,0,1,1,1,1,0,1,1,0,0,0,1500.0,231,8.97
0,1,0,0,0,0,0,0,0,0,0,1,16,1527.0,142,3.74
1,1,0,1,0,1,1,0,0,1,0,0,0,1500.0,205,6.47
0,0,0,1,0,0,0,0,0,0,1,1,4,1420.0,208,4.71
0,1,1,1,0,0,0,0,0,1,0,0,0,1500.0,223,3.77
0,1,1,0,0,1,0,0,1,0,0,0,20,1686.0,132,6.88
0,1,1,1,0,1,0,0,0,0,0,1,10,1591.0,286,7.0
0,0,1,0,0,0,1,0,0,0,0,0,11,1696.0,241,4.31
0,0,1,1,0,1,1,0,0,1,0,0,0,1500.0,168,6.25
0,0,1,1,0,1,0,0,1,0,1,0,10,1878.0,157,8.17
1,1,1,0,0,0,0,0,0,0,0,1,10,1494.0,166,4.66
1,1,0,1,0,0,0,1,0,0,0,0,0,1500.0,180,4.09
1,1,0,1,0,0,0,0,1,0,1,0,1,1450.0,117,4.7
1,1,1,0,1,1,1,1,1,0,0,1,0,1500.0,232,10.0
0,1,1,0,0,1,1,0,1,1,1,0,10,1274.0,179,7.92
0,0,1,0,0,0,0,0,0,0,1,0,0,1500.0,154,3.57
1,0,1,0,1,1,0,0,0,0,0,0,0,1500.0,154,5.2
0,0,0,0,0,1,0,0,0,1,1,0,0,1500.0,150,3.17
1,1,1,0,0,1,1,0,1,1,0,0,5,1306.0,204,7.96
0,0,1,1,0,0,0,0,1,1,0,1,0,1500.0,121,4.74
1,1,0,0,0,1,0,0,1,1,0,0,30,1728.0,241,8.24
0,1,0,0,0,1,0,0,1,0,0,0,0,1500.0,122,3.13
1,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,205,3.78
0,1,0,1,0,0,0,1,1,0,1,1,9,1609.0,131,9.2
1,1,1,1,1,1,1,0,1,1,0,0,39,1913.0,157,10.0
0,1,1,0,0,0,1,0,1,0,0,0,36,1902.0,134,7.01
1,0,1,1,0,1,0,1,1,0,0,1,0,1500.0,129,8.74
1,0,1,0,0,0,0,0,0,1,0,1,0,1500.0,230,5.28
0,1,1,1,0,0,1,0,0,1,0,1,6,1698.0,164,6.67
1,0,1,0,1,0,1,0,0,1,0,0,0,1500.0,179,5.71
1,1,1,1,0,0,0,0,0,0,0,0,6,1765.0,217,6.42
0,1,0,0,1,0,1,0,0,0,1,0,4,1453.0,197,5.54
1,0,1,0,0,1,1,0,1,1,0,0,8,1409.0,137,5.62
1,0,1,0,1,0,0,0,1,0,1,0,40,1948.0,202,8.84
1,0,0,0,0,1,0,1,1,1,0,0,0,1500.0,292,7.69
0,1,1,0,0,1,1,0,0,0,0,0,9,1680.0,158,5.1
0,0,0,1,1,0,1,0,0,0,0,1,4,1510.0,185,5.08
1,0,1,1,1,0,0,1,0,1,0,1,4,1463.0,151,6.86
1,0,1,0,0,1,0,0,0,1,1,0,9,1464.0,233,5.84
0,1,1,1,1,0,0,1,0,1,0,0,44,1883.0,199,8.34
1,0,1,1,0,0,1,0,1,0,0,1,32,1873.0,159,9.25
0,0,1,1,0,1,0,0,0,1,0,0,9,1439.0,183,4.62
0,1,1,1,0,0,0,0,0,1,1,0,5,1379.0,247,6.97
0,1,1,1,0,0,1,0,0,1,0,1,4,1579.0,124,6.45
0,1,1,0,1,1,0,1,1,1,0,0,22,1542.0,142,8.43
1,0,1,1,0,1,1,0,1,1,0,0,0,1500.0,219,8.99
0,0,1,1,0,0,0,0,1,0,0,1,8,1552.0,185,5.3
1,0,1,1,0,1,0,0,1,0,0,0,6,1524.0,106,5.23
1,0,1,0,0,1,0,0,0,1,1,0,9,1540.0,245,7.33
1,1,1,0,0,1,1,0,1,1,1,1,0,1500.0,109,9.64
0,1,1,0,0,0,1,0,0,0,1,0,10,1453.0,187,5.81
0,1,0,1,0,1,0,1,0,1,1,0,9,1800.0,138,7.86
1,1,1,0,0,0,1,0,0,1,1,1,0,1500.0,158,8.65
1,1,0,0,0,1,1,0,1,0,1,0,4,1549.0,201,7.88
0,1,1,0,0,0,0,0,1,0,1,0,10,1472.0,308,7.05
1,1,1,0,0,1,0,1,0,1,1,0,37,1869.0,194,10.0
1,1,1,1,0,0,0,0,0,0,0,0,0,1500.0,118,4.21
1,1,0,1,0,0,0,0,1,0,0,1,0,1500.0,155,6.19
1,1,1,1,0,1,0,0,0,1,0,1,0,1500.0,157,7.59
1,1,1,1,0,0,0,0,1,1,0,0,49,2000.0,259,10.0
0,0,1,0,0,0,0,0,0,0,0,0,20,1663.0,140,2.17
1,0,1,0,1,1,0,0,0,1,0,0,8,1760.0,199,6.32
1,0,1,0,0,1,0,0,0,0,0,0,0,1500.0,245,4.16
0,1,1,1,0,0,0,0,0,0,0,1,3,1307.0,176,4.65
0,0,1,1,0,0,0,1,1,1,0,0,13,1452.0,193,6.29
0,0,1,1,0,1,0,0,1,1,1,1,37,1498.0,252,10.0
1,0,1,1,1,1,1,1,0,0,0,0,3,1776.0,102,8.2
1,1,0,1,1,0,0,0,1,0,0,1,50,1694.0,144,8.92
0,0,0,0,0,1,0,0,1,1,1,0,0,1500.0,205,6.25
1,0,1,1,0,1,0,0,0,1,0,1,3,1506.0,245,7.24
0,0,1,0,1,0,0,0,0,0,0,1,34,2000.0,176,5.99
1,0,0,1,0,0,1,1,0,0,0,0,9,1685.0,179,6.28
1,1,1,0,1,0,0,0,0,0,1,0,25,1756.0,185,8.21
1,1,1,1,1,1,0,0,0,0,0,0,38,2000.0,289,10.0
0,1,0,1,0,0,0,0,1,0,0,0,6,1409.0,250,4.46
0,0,1,0,1,0,0,0,0,0,1,0,0,1500.0,203,3.64
0,1,1,0,1,1,0,0,0,0,1,0,10,1627.0,106,6.48
0,1,0,1,1,0,0,0,0,0,0,0,7,1503.0,251,3.8
1,1,1,1,0,1,0,0,0,0,1,0,20,1630.0,124,6.44
1,1,0,1,0,0,1,1,0,0,0,0,6,1538.0,164,5.27
1,1,0,0,0,1,0,0,0,1,0,1,25,1876.0,186,7.78
1,0,0,0,0,0,0,0,0,0,0,0,37,2000.0,170,4.43
1,0,1,1,0,0,0,0,0,1,0,0,17,1579.0,149,3.96
1,1,1,1,0,1,1,0,0,1,0,0,16,1446.0,148,6.3
1,1,1,0,0,1,0,0,0,0,1,0,8,1407.0,142,5.56
1,1,1,1,0,1,0,0,0,0,0,0,5,1792.0,157,6.72
0,0,1,0,0,1,0,0,0,1,0,1,47,2000.0,199,7.73
0,1,1,1,0,1,0,0,0,0,0,0,9,1376.0,199,4.25
0,1,1,1,0,1,0,0,0,0,0,1,29,1989.0,132,7.95
1,1,1,1,0,1,1,0,0,1,0,0,6,1403.0,150,6.22
1,0,1,1,0,1,0,0,0,0,1,1,7,1619.0,175,6.66
0,0,0,1,1,1,1,0,0,1,1,0,10,1443.0,110,5.93
1,0,0,0,0,1,0,0,1,1,1,0,14,1914.0,357,9.23
1,0,0,0,0,0,1,0,0,0,0,0,4,1404.0,273,3.39
0,1,1,0,1,0,0,0,0,0,1,0,2,1312.0,265,5.33
0,1,0,0,1,0,0,1,0,0,0,0,0,1500.0,172,3.61
1,1,0,1,0,1,1,0,1,1,0,0,4,1421.0,165,6.56
0,1,1,1,1,1,0,1,1,0,0,0,0,1500.0,107,7.2
1,1,1,0,1,1,1,0,0,0,1,1,3,1874.0,208,10.0
0,1,1,1,0,0,0,0,0,0,0,0,34,1829.0,215,7.37
1,1,1,1,0,0,1,0,0,0,0,1,47,1765.0,232,8.72
1,0,1,1,0,1,0,0,0,0,1,0,7,1401.0,162,5.98
1,0,1,1,0,1,1,0,0,0,0,0,0,1500.0,192,5.24
1,0,0,1,0,0,0,0,0,0,0,1,4,1227.0,197,2.68
0,0,1,0,1,1,0,0,0,1,0,0,8,1611.0,260,6.01
0,1,1,0,0,0,1,0,0,1,1,0,2,1282.0,132,4.91
0,0,0,0,0,0,1,0,0,1,0,1,0,1500.0,128,3.18
1,1,1,0,0,1,0,0,1,0,0,0,0,1500.0,145,6.07
1,0,0,0,0,1,0,0,0,0,1,0,5,1665.0,151,5.26
1,1,1,1,0,1,0,0,1,1,1,1,0,1500.0,219,10.0
0,0,0,1,0,0,0,0,0,0,0,1,0,1500.0,246,2.38
0,1,1,0,0,0,0,1,0,0,0,0,34,1908.0,311,7.41
0,1,1,1,1,0,1,1,1,0,0,0,21,1644.0,127,8.63
0,0,1,1,0,0,0,0,0,0,0,1,0,1500.0,170,3.55
1,1,0,1,0,1,0,1,0,0,1,0,1,1645.0,132,7.79
0,0,0,1,0,0,1,0,0,0,1,0,6,1648.0,227,5.79
0,0,1,1,0,0,0,1,0,0,1,1,0,1500.0,127,5.74
1,0,0,1,0,0,0,0,0,1,0,1,10,1573.0,225,5.91
0,0,1,1,0,1,1,1,0,0,0,0,3,1364.0,183,5.56
0,0,1,0,0,1,1,0,0,1,0,0,3,1542.0,164,4.5
1,1,0,1,0,1,1,0,0,1,0,1,0,1500.0,212,7.46
0,0,1,0,0,0,1,0,0,1,1,0,1,1521.0,201,5.52
1,0,1,1,0,0,0,0,0,1,0,0,32,1843.0,178,5.82
1,0,0,1,1,0,0,0,1,0,0,1,22,1681.0,137,6.12
1,1,0,1,0,0,1,0,0,1,0,0,42,1919.0,171,7.65
0,0,0,1,1,0,0,1,0,1,0,1,10,1595.0,195,5.93
1,0,0,0,0,0,0,0,1,0,0,1,7,1724.0,157,4.96
0,0,1,0,0,1,1,0,0,0,1,1,0,1500.0,215,6.95
0,1,0,0,0,1,1,0,0,0,0,1,10,1358.0,235,5.1
0,1,1,0,1,0,0,0,0,0,0,0,38,1679.0,253,6.47
1,1,0,1,0,1,1,0,0,1,0,1,0,1500.0,181,6.8
0,0,1,1,0,0,1,0,0,0,0,1,4,1501.0,117,4.37
0,0,1,1,0,1,1,1,0,0,0,1,0,1500.0,169,6.13
1,1,1,1,0,1,1,1,0,1,0,1,25,1586.0,120,9.58
0,1,1,1,1,1,0,0,0,0,0,1,8,1561.0,182,6.37
0,1,1,1,0,0,1,0,1,1,0,0,34,1623.0,283,9.91
0,1,0,1,0,0,1,0,0,1,1,0,0,1500.0,157,5.54
0,0,0,1,1,0,1,0,1,1,0,0,38,1686.0,235,7.34
0,0,1,1,0,0,1,0,1,1,0,0,0,1500.0,192,5.15
0,1,0,0,0,1,0,0,0,1,0,0,0,1500.0,166,2.79
1,1,1,0,1,1,0,0,0,1,0,0,0,1500.0,139,6.42
0,1,1,0,0,1,0,0,0,0,0,1,0,1500.0,153,5.11
0,0,1,0,0,1,1,0,0,0,0,0,0,1500.0,147,2.95
1,1,0,1,0,1,1,0,1,0,0,0,5,1809.0,154,7.06
0,1,0,1,0,0,0,0,0,1,0,1,22,1635.0,161,6.11
1,1,1,1,0,0,0,0,0,1,0,0,37,1644.0,188,7.27
0,0,1,0,0,1,1,0,0,0,0,0,7,1502.0,137,3.87
0,0,1,0,1,0,0,0,0,1,0,0,0,1500.0,163,3.49
0,0,1,1,1,0,0,1,0,1,1,0,0,1500.0,125,6.27
0,1,1,1,1,0,0,0,0,1,1,1,5,1655.0,249,8.68
0,1,1,0,0,1,1,0,0,0,1,1,19,1820.0,269,10.0
0,1,1,1,1,1,1,0,0,0,1,1,9,1320.0,144,8.1
0,0,0,0,0,0,0,1,0,0,0,1,8,1414.0,162,3.2
0,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,263,5.23
0,0,1,1,0,1,0,0,0,0,0,1,3,1513.0,181,5.1
0,0,1,0,0,1,1,0,0,1,0,1,7,1514.0,179,5.95
0,0,0,0,0,1,1,0,0,0,0,1,8,1289.0,131,2.86
0,1,0,0,1,1,0,0,0,0,1,0,0,1500.0,210,5.8
1,1,0,1,0,1,0,1,0,1,0,0,0,1500.0,236,6.49
0,1,1,1,0,0,1,0,0,0,0,0,44,1674.0,144,6.83
1,0,0,0,0,0,0,0,0,1,0,0,6,1349.0,257,2.4
1,0,1,1,1,0,0,0,0,1,0,1,11,1294.0,248,6.34
0,1,1,1,0,0,1,0,0,1,1,0,1,1391.0,155,6.93
1,1,1,0,0,0,1,1,0,1,0,0,8,1709.0,158,8.3
1,0,1,1,0,0,1,1,0,1,1,0,2,1370.0,163,7.48
0,0,0,1,0,0,0,0,0,0,0,0,0,1500.0,335,3.08
0,1,0,0,1,0,0,0,1,0,1,0,3,1642.0,191,6.37
1,0,1,0,0,0,0,1,0,0,0,1,4,1494.0,244,6.57
1,1,1,1,0,1,0,0,0,0,0,1,1,1432.0,143,6.46
0,1,1,1,0,1,0,0,0,0,1,1,0,1500.0,172,7.76
0,0,1,0,1,1,0,1,0,0,0,1,9,1290.0,255,7.11
0,0,1,0,0,0,1,0,0,1,0,0,3,1655.0,179,4.7
0,0,0,0,0,0,0,0,0,1,0,0,0,1500.0,307,2.67
1,1,0,1,0,0,0,0,0,0,0,0,18,1647.0,153,4.05
0,0,1,1,0,0,0,1,1,0,0,0,14,1350.0,117,4.38
0,1,0,0,1,1,0,0,0,1,0,0,35,1857.0,232,6.95
1,1,1,0,1,0,0,0,1,1,0,0,7,1431.0,136,6.12
0,1,1,0,1,1,1,0,1,0,1,0,0,1500.0,172,8.99
0,1,1,1,1,1,0,1,1,0,1,1,32,1779.0,324,10.0
1,0,1,1,1,0,1,0,1,0,0,0,0,1500.0,266,7.21
1,0,0,1,0,1,0,0,0,0,1,1,9,1576.0,171,6.45
0,1,1,0,1,0,0,0,0,1,0,0,0,1500.0,164,5.25
0,1,1,0,0,0,0,0,0,0,0,0,9,1722.0,200,3.89
0,1,1,1,0,1,0,0,0,0,1,1,29,1570.0,174,8.78
0,1,0,1,0,1,1,1,0,0,0,1,6,1595.0,323,8.29
0,0,1,1,1,1,1,0,1,1,0,0,5,1699.0,198,8.96
0,0,0,1,0,1,0,0,0,0,0,0,50,2000.0,238,5.09
0,1,0,0,1,0,0,0,0,0,1,0,0,1500.0,236,4.98
0,1,1,0,0,0,0,0,0,1,0,1,1,1617.0,201,5.59
0,0,1,1,0,0,1,0,0,1,0,0,40,1904.0,156,5.7
0,0,0,1,0,0,0,0,0,1,0,0,9,1581.0,119,1.86
0,1,1,0,0,0,1,0,0,0,0,0,7,1752.0,167,5.9
0,1,0,1,0,1,0,0,1,1,0,0,9,1497.0,153,5.88
0,0,1,1,0,1,0,0,0,0,1,0,1,1579.0,140,5.09
1,1,1,0,1,1,0,0,0,0,1,1,0,1500.0,136,8.13
1,1,0,0,0,1,0,0,0,0,1,1,0,1500.0,109,6.09
1,0,0,0,0,0,0,0,1,0,0,0,1,1789.0,132,4.56
1,0,0,1,0,1,0,0,0,0,0,0,5,1483.0,163,2.92
0,0,1,1,0,0,0,0,1,1,0,0,3,1177.0,143,3.59
0,0,0,1,0,0,0,0,1,0,0,0,6,1380.0,197,2.95
0,0,0,1,0,1,0,0,0,1,0,0,0,1500.0,270,4.15
1,1,0,0,0,0,0,0,0,1,0,1,0,1500.0,132,4.03
1,1,1,1,0,1,0,0,0,1,0,0,2,1514.0,189,7.19
0,1,1,0,0,1,0,0,0,1,1,0,5,1374.0,220,6.43
0,1,0,1,1,1,0,1,1,1,0,0,2,1417.0,126,6.26
0,0,1,1,0,1,0,0,0,1,1,0,7,1475.0,254,5.23
0,0,1,0,0,1,0,0,1,1,0,0,1,1544.0,191,6.08
1,0,1,1,0,0,1,0,0,0,1,1,0,1500.0,197,7.05
1,0,1,1,0,0,0,0,0,0,0,0,32,1628.0,121,3.89
0,1,1,1,0,0,1,1,0,0,1,0,0,1500.0,162,7.32
1,1,1,1,0,0,0,0,0,1,0,0,46,1822.0,192,8.76
1,0,0,1,0,1,1,0,0,0,0,0,49,2000.0,135,7.41
0,0,1,1,0,0,1,0,0,0,0,0,10,1477.0,126,3.05
0,0,1,0,1,1,1,0,0,0,0,0,6,1618.0,178,5.74
0,0,1,0,1,1,1,0,1,1,1,0,23,1682.0,219,9.88
0,0,1,1,1,0,0,0,0,1,1,1,34,1786.0,161,8.92
0,0,1,1,0,0,0,0,0,1,0,1,12,1680.0,185,5.2
0,1,0,0,0,0,0,0,0,1,0,0,0,1500.0,190,2.79
0,0,1,1,0,0,0,0,1,0,1,0,0,1500.0,236,6.27
0,0,0,0,0,1,0,0,0,0,0,1,0,1500.0,222,2.89
1,1,1,0,0,0,0,0,0,0,0,0,0,1500.0,140,3.11
0,0,1,1,0,1,0,0,1,0,0,1,0,1500.0,271,6.12
0,1,1,0,0,0,0,0,1,0,0,0,6,1230.0,253,4.08
0,0,1,0,1,1,0,0,0,1,0,0,6,1576.0,197,5.75
1,1,0,0,0,1,0,0,1,0,0,0,14,1672.0,180,7.07
0,0,0,1,0,0,1,0,0,0,0,0,0,1500.0,213,3.48
0,1,1,1,0,0,0,0,1,1,0,0,0,1500.0,201,5.92
1,0,1,0,0,1,0,0,0,0,0,0,10,1677.0,230,5.2
1,1,1,1,0,1,0,0,0,0,1,0,5,1443.0,126,6.2
1,1,1,0,0,0,1,1,1,0,0,1,10,1550.0,197,9.17
0,1,0,1,0,0,0,0,0,0,0,0,3,1112.0,141,1.01
0,0,1,1,0,0,1,0,0,1,0,0,17,1519.0,157,4.31
1,1,0,0,0,0,0,0,0,0,0,1,10,1576.0,147,4.7
1,1,1,0,0,0,0,0,0,1,1,0,9,1760.0,245,8.04
1,0,1,0,0,0,1,0,0,1,1,0,0,1500.0,282,6.54
1,1,1,0,0,1,1,0,0,0,1,1,32,2000.0,144,10.0
0,0,1,1,0,0,0,0,1,0,0,0,2,1418.0,154,3.79
1,1,0,1,1,0,0,0,0,1,0,1,0,1500.0,113,5.82
0,0,1,0,0,0,1,0,1,0,1,0,18,1761.0,259,8.57
0,1,0,1,0,1,0,0,0,0,0,0,5,1477.0,123,2.68
0,1,1,0,1,0,0,0,0,1,0,1,0,1500.0,162,5.36
0,0,0,1,1,1,0,0,0,0,0,0,21,1417.0,139,3.74
0,0,1,1,1,1,0,0,1,1,1,0,4,1580.0,188,8.69
0,0,0,1,0,0,1,0,0,0,0,0,18,1904.0,232,4.33
1,1,0,1,0,0,0,0,0,0,0,0,18,1572.0,169,3.45
0,1,0,0,0,1,1,0,0,1,0,0,0,1500.0,166,3.48
1,1,1,0,0,1,0,1,1,0,0,0,8,1393.0,231,6.93
0,0,0,0,1,1,0,0,0,0,0,0,2,1480.0,139,1.89
0,1,1,1,0,1,0,1,0,1,0,0,7,1501.0,117,5.72
0,1,1,1,1,1,1,0,1,0,0,0,0,1500.0,187,7.63
0,1,1,1,0,0,1,0,0,0,0,0,8,1921.0,169,6.72
0,0,1,1,0,1,1,0,1,0,0,0,21,1810.0,195,8.35
0,1,0,1,1,1,0,0,1,0,0,1,49,1959.0,151,8.84
0,0,1,1,1,0,1,0,0,1,1,0,1,1025.0,235,6.32
1,1,1,1,1,1,1,0,0,0,0,0,0,1500.0,143,6.88
0,0,1,1,1,1,0,0,0,1,0,0,2,1448.0,160,4.84
1,1,1,1,0,0,0,0,1,0,1,1,0,1500.0,160,8.0
0,0,1,1,0,0,0,1,0,1,1,0,3,1757.0,133,6.57
1,0,1,1,1,0,0,0,1,0,0,1,39,1852.0,202,10.0
1,1,1,1,0,0,1,0,0,1,0,0,0,1500.0,240,6.26
1,0,1,0,0,0,0,0,0,1,0,0,5,1623.0,136,3.89
0,1,0,1,0,0,0,1,0,0,0,0,7,1578.0,267,4.65
0,0,0,0,0,0,0,0,0,0,0,1,0,1500.0,157,0.87
0,0,0,1,0,0,0,0,0,0,0,0,1,1387.0,196,0.36
1,1,1,0,0,1,1,0,0,1,1,0,39,2000.0,286,10.0
1,1,1,1,0,0,0,0,0,1,0,1,0,1500.0,163,5.37
1,1,1,0,0,0,0,0,0,1,0,0,9,1568.0,310,5.73
0,1,1,1,1,0,1,1,0,1,0,1,0,1500.0,236,9.57
1,1,1,0,0,1,1,0,0,0,0,0,10,1443.0,199,6.31
1,1,1,1,1,0,0,0,0,0,0,0,0,1500.0,325,6.68
0,1,1,1,0,0,0,1,0,1,1,1,0,1500.0,306,8.97
0,0,1,0,1,0,0,0,1,0,1,1,0,1500.0,153,6.14
1,1,0,1,0,1,1,0,0,0,1,0,0,1500.0,186,6.1
1,1,1,0,0,1,1,0,1,0,0,1,46,1913.0,239,10.0
1,0,1,1,1,0,0,0,0,0,0,0,3,1694.0,246,6.02
0,1,1,1,1,0,1,0,1,0,0,0,21,1438.0,174,6.8
1,1,1,0,0,0,0,0,0,1,0,1,40,1890.0,148,8.28
0,1,1,1,1,0,0,0,0,0,0,0,0,1500.0,156,4.97
0,0,1,1,0,1,0,1,0,0,0,0,33,1791.0,126,6.28
0,0,1,0,1,0,0,0,0,0,0,0,12,1338.0,112,1.09
1,1,0,0,0,1,0,0,0,1,1,1,7,1635.0,194,7.96
1,0,0,0,0,0,1,0,0,0,0,0,25,1738.0,180,4.73
0,1,1,1,0,1,0,0,0,0,1,1,0,1500.0,147,6.65
0,0,1,1,0,0,1,1,0,1,1,0,0,1500.0,264,7.61
1,0,1,1,0,0,1,0,1,0,1,0,0,1500.0,246,8.63
0,0,0,1,0,1,1,1,0,0,1,1,37,1951.0,207,9.4
1,1,1,0,0,0,0,0,0,0,0,0,0,1500.0,145,3.55
0,1,1,1,0,1,0,0,0,0,0,0,48,2000.0,141,6.86
0,1,1,1,0,1,0,1,0,0,0,0,0,1500.0,139,5.17
0,0,1,1,1,0,0,0,0,1,1,1,10,1541.0,181,8.13
0,0,0,0,0,1,1,0,0,0,1,1,10,1466.0,215,5.67
1,0,1,0,1,0,0,1,0,1,1,1,41,1646.0,120,9.16
0,0,1,0,1,0,0,0,0,1,0,0,1,1363.0,314,4.93
0,1,1,1,0,1,0,0,0,0,0,0,1,1461.0,152,3.54
1,0,1,0,1,1,1,1,1,0,1,1,30,1605.0,189,10.0
0,0,0,0,0,0,0,0,1,1,1,0,48,2000.0,172,7.26
